cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
0.15,2,71,B,321,80,1.575340036906886e-06,1.575340036906886e-06,20000
0.15,2,101,B,321,80,9.373525540490884e-07,9.373525540490884e-07,20000
0.15,3,11,A,321,80,4.2761276161241156e-06,4.2761276161241156e-06,20000
0.15,3,29,A,321,80,3.070165553844003e-06,3.070165553844003e-06,20000
0.15,3,47,A,321,80,5.381059706509559e-06,5.381059706509559e-06,20000
0.15,3,71,A,321,80,6.002528150072543e-06,6.002528150072543e-06,20000
0.15,3,101,A,321,80,9.583695733591028e-06,9.583695733591028e-06,20000
0.15,3,11,B,321,80,1.3796917603601852e-06,1.3796917603601852e-06,20000
0.15,3,29,B,321,80,1.2171619873430232e-06,1.2171619873430232e-06,20000
0.15,3,47,B,321,80,2.394158454058018e-06,2.394158454058018e-06,20000
0.15,3,71,B,321,80,1.603145636542212e-06,1.603145636542212e-06,20000
0.15,3,101,B,321,80,9.738469712457077e-07,9.738469712457077e-07,20000
0.15,4,11,A,321,80,4.29650969366725e-06,4.29650969366725e-06,20000
0.15,4,29,A,321,80,3.06699281040981e-06,3.06699281040981e-06,20000
0.15,4,47,A,321,80,5.363936563805096e-06,5.363936563805096e-06,20000
0.15,4,71,A,321,80,5.961650079996161e-06,5.961650079996161e-06,20000
0.15,4,101,A,321,80,9.536744826904824e-06,9.536744826904824e-06,20000
0.15,4,11,B,321,80,1.3898994099230134e-06,1.3898994099230134e-06,20000
0.15,4,29,B,321,80,1.2243153536413305e-06,1.2243153536413305e-06,20000
0.15,4,47,B,321,80,2.3766093023731234e-06,2.3766093023731234e-06,20000
0.15,4,71,B,321,80,1.5881757237435006e-06,1.5881757237435006e-06,20000
0.15,4,101,B,321,80,9.511768659648001e-07,9.511768659648001e-07,20000
0.25,0,11,A,286,73,7.246305789317833e-06,7.246305789317833e-06,20000
0.25,0,29,A,286,73,3.0104017971574512e-06,3.0104017971574512e-06,20000
0.25,0,47,A,286,73,8.72509991050806e-06,8.72509991050806e-06,20000
0.25,0,71,A,286,73,9.099766457358305e-06,9.099766457358305e-06,20000
0.25,0,101,A,286,73,1.2822130998552606e-05,1.2822130998552606e-05,20000
0.25,0,11,B,286,73,8.567772144195704e-07,8.567772144195704e-07,20000
0.25,0,29,B,286,73,7.23924810456659e-07,7.23924810456659e-07,20000
0.25,0,47,B,286,73,7.520006010388487e-07,7.520006010388487e-07,20000
0.25,0,71,B,286,73,1.1998983275074283e-06,1.1998983275074283e-06,20000
0.25,0,101,B,286,73,7.349127347920873e-07,7.349127347920873e-07,20000
0.25,1,11,A,288,71,7.2004498626941405e-06,7.2004498626941405e-06,20000
0.25,1,29,A,288,71,2.957430818248712e-06,2.957430818248712e-06,20000
0.25,1,47,A,288,71,8.517318905082754e-06,8.517318905082754e-06,20000
0.25,1,71,A,288,71,8.889221684779406e-06,8.889221684779406e-06,20000
0.25,1,101,A,288,71,1.2864527852172043e-05,1.2864527852172043e-05,20000
0.25,1,11,B,288,71,8.524825988138751e-07,8.524825988138751e-07,20000
0.25,1,29,B,288,71,7.037519989490621e-07,7.037519989490621e-07,20000
0.25,1,47,B,288,71,7.270661054858692e-07,7.270661054858692e-07,20000
0.25,1,71,B,288,71,1.1944346151358237e-06,1.1944346151358237e-06,20000
0.25,1,101,B,288,71,7.23996831598064e-07,7.23996831598064e-07,20000
0.25,2,11,A,287,72,7.269985797826791e-06,7.269985797826791e-06,20000
0.25,2,29,A,287,72,2.9892036227664127e-06,2.9892036227664127e-06,20000
0.25,2,47,A,287,72,8.511859588029715e-06,8.511859588029715e-06,20000
0.25,2,71,A,287,72,8.890228776347651e-06,8.890228776347651e-06,20000
0.25,2,101,A,287,72,1.2695350116469297e-05,1.2695350116469297e-05,20000
0.25,2,11,B,287,72,8.430350512886522e-07,8.430350512886522e-07,20000
0.25,2,29,B,287,72,6.772065431417727e-07,6.772065431417727e-07,20000
0.25,2,47,B,287,72,7.02329937232441e-07,7.02329937232441e-07,20000
0.25,2,71,B,287,72,1.1794187880890563e-06,1.1794187880890563e-06,20000
0.25,2,101,B,287,72,7.140723402016278e-07,7.140723402016278e-07,20000
0.25,3,11,A,288,71,7.159939241019424e-06,7.159939241019424e-06,20000
0.25,3,29,A,288,71,3.0330062435999398e-06,3.0330062435999398e-06,20000
0.25,3,47,A,288,71,8.372611730809034e-06,8.372611730809034e-06,20000
0.25,3,71,A,288,71,8.731228884394812e-06,8.731228884394812e-06,20000
0.25,3,101,A,288,71,1.2609149723726858e-05,1.2609149723726858e-05,20000
0.25,3,11,B,288,71,8.652155186526922e-07,8.652155186526922e-07,20000
0.25,3,29,B,288,71,7.024354479350981e-07,7.024354479350981e-07,20000
0.25,3,47,B,288,71,7.266382910985467e-07,7.266382910985467e-07,20000
0.25,3,71,B,288,71,1.201153289609584e-06,1.201153289609584e-06,20000
0.25,3,101,B,288,71,7.276917916599814e-07,7.276917916599814e-07,20000
0.25,4,11,A,287,72,7.39463563120146e-06,7.39463563120146e-06,20000
