cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
2.0,2,101,A,152,37,4.532338243193178e-05,4.532338243193178e-05,20000
2.0,2,11,B,152,37,2.7095408385204257e-06,2.7095408385204257e-06,20000
2.0,2,29,B,152,37,2.6042215575664526e-06,2.6042215575664526e-06,20000
2.0,2,47,B,152,37,2.7663083651643755e-06,2.7663083651643755e-06,20000
2.0,2,71,B,152,37,3.198272310833094e-06,3.198272310833094e-06,20000
2.0,2,101,B,152,37,3.73191513622766e-06,3.73191513622766e-06,20000
2.0,3,11,A,151,38,4.885239353492108e-05,4.885239353492108e-05,20000
2.0,3,29,A,151,38,6.727653075085854e-05,6.727653075085854e-05,20000
2.0,3,47,A,151,38,6.862224745424848e-05,6.862224745424848e-05,20000
2.0,3,71,A,151,38,4.5140865307916904e-05,4.5140865307916904e-05,20000
2.0,3,101,A,151,38,4.5810729021626904e-05,4.5810729021626904e-05,20000
2.0,3,11,B,151,38,2.7487294256745774e-06,2.7487294256745774e-06,20000
2.0,3,29,B,151,38,2.7533701015729484e-06,2.7533701015729484e-06,20000
2.0,3,47,B,151,38,2.8426747585398484e-06,2.8426747585398484e-06,20000
