cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
3.0,0,71,B,124,32,1.7312143240504644e-06,1.7312143240504644e-06,40000
3.0,0,101,B,124,32,1.055336044595642e-06,1.055336044595642e-06,40000
3.0,1,11,A,125,31,2.1571343775312247e-07,2.1571343775312247e-07,40000
3.0,1,29,A,125,31,1.4333628124401616e-07,1.4333628124401616e-07,40000
3.0,1,47,A,125,31,8.463225321900759e-07,8.463242600106588e-07,39999
3.0,1,71,A,125,31,1.1133609718053665e-06,1.1133609718053665e-06,40000
3.0,1,101,A,125,31,8.638338144120879e-07,8.638338144120879e-07,40000
3.0,1,11,B,125,31,1.0558487885219706e-06,1.0558487885219706e-06,40000
3.0,1,29,B,125,31,6.812323856575341e-07,6.812323856575341e-07,40000
3.0,1,47,B,125,31,1.8180405305219488e-06,1.8180405305219488e-06,40000
3.0,1,71,B,125,31,1.7859161218679132e-06,1.7859161218679132e-06,40000
3.0,1,101,B,125,31,1.0958903819339662e-06,1.0958903819339662e-06,40000
3.0,2,11,A,125,31,2.6948675862067886e-07,2.6948675862067886e-07,40000
3.0,2,29,A,125,31,1.8707561302146077e-07,1.8707561302146077e-07,40000
3.0,2,47,A,125,31,1.0456063108762505e-06,1.0456063108762505e-06,40000
3.0,2,71,A,125,31,1.337883475249297e-06,1.337883475249297e-06,40000
3.0,2,101,A,125,31,1.0599164762013605e-06,1.0599164762013605e-06,40000
3.0,2,11,B,125,31,1.0613262295318345e-06,1.0613262295318345e-06,40000
3.0,2,29,B,125,31,6.80713586222411e-07,6.80713586222411e-07,40000
3.0,2,47,B,125,31,1.8602474335100926e-06,1.8602474335100926e-06,40000
3.0,2,71,B,125,31,1.8335893901868959e-06,1.8335893901868959e-06,40000
3.0,2,101,B,125,31,1.154307618459691e-06,1.154307618459691e-06,40000
3.0,3,11,A,125,31,2.722258719531616e-07,2.722258719531616e-07,40000
3.0,3,29,A,125,31,1.9143628351858744e-07,1.9143628351858744e-07,40000
3.0,3,47,A,125,31,1.0377431541617076e-06,1.0377431541617076e-06,40000
3.0,3,71,A,125,31,1.3105999793910055e-06,1.3105999793910055e-06,40000
3.0,3,101,A,125,31,1.0547934935478777e-06,1.0547934935478777e-06,40000
3.0,3,11,B,125,31,1.084209918970692e-06,1.084209918970692e-06,40000
3.0,3,29,B,125,31,6.906285319743194e-07,6.906285319743194e-07,40000
3.0,3,47,B,125,31,1.9120480521421994e-06,1.9120480521421994e-06,40000
3.0,3,71,B,125,31,1.9413673348629746e-06,1.9413673348629746e-06,40000
3.0,3,101,B,125,31,1.183663043983212e-06,1.183663043983212e-06,40000
3.0,4,11,A,125,31,2.701846334271201e-07,2.701846334271201e-07,40000
3.0,4,29,A,125,31,1.8843520618389624e-07,1.8843520618389624e-07,40000
3.0,4,47,A,125,31,1.0381737475787258e-06,1.0381737475787258e-06,40000
3.0,4,71,A,125,31,1.3147117833711683e-06,1.3147117833711683e-06,40000
3.0,4,101,A,125,31,1.0579916823978607e-06,1.0579916823978607e-06,40000
3.0,4,11,B,125,31,1.057945613778591e-06,1.057945613778591e-06,40000
3.0,4,29,B,125,31,6.793715893796481e-07,6.793715893796481e-07,40000
3.0,4,47,B,125,31,1.8783814591341747e-06,1.8783814591341747e-06,40000
3.0,4,71,B,125,31,1.8563440669406069e-06,1.8563440669406069e-06,40000
3.0,4,101,B,125,31,1.16670467928177e-06,1.16670467928177e-06,40000
