wavelength_nm,intensity_arb_gaussian_fwhm_0.35eV_COSMETIC
468.26,0.05461703
468.595,0.05297604
468.929,0.0513783
469.264,0.04982289
469.599,0.04830893
469.933,0.04683553
470.268,0.04540182
470.603,0.04400694
470.937,0.04265003
471.272,0.04133026
471.607,0.04004678
471.941,0.03879879
472.276,0.03758548
472.611,0.03640605
472.945,0.03525972
473.28,0.03414571
473.615,0.03306327
473.949,0.03201164
474.284,0.03099009
474.619,0.0299979
474.953,0.02903434
475.288,0.02809873
475.623,0.02719037
475.957,0.02630859
476.292,0.02545272
476.627,0.02462211
476.961,0.02381612
477.296,0.02303413
477.63,0.0222755
477.965,0.02153966
478.3,0.02082599
478.634,0.02013391
478.969,0.01946287
479.304,0.0188123
479.638,0.01818166
479.973,0.0175704
480.308,0.01697802
480.642,0.01640398
480.977,0.01584781
481.312,0.01530899
481.646,0.01478706
481.981,0.01428155
482.316,0.01379199
482.65,0.01331795
482.985,0.01285897
483.32,0.01241464
483.654,0.01198453
483.989,0.01156824
484.324,0.01116537
484.658,0.01077554
484.993,0.01039836
485.328,0.01003346
485.662,0.00968048
485.997,0.00933908
486.332,0.0090089
486.666,0.00868962
487.001,0.0083809
487.336,0.00808244
487.67,0.00779391
488.005,0.00751503
488.34,0.00724549
488.674,0.00698501
489.009,0.00673331
489.344,0.00649013
489.678,0.00625519
490.013,0.00602824
490.348,0.00580904
490.682,0.00559734
491.017,0.0053929
491.352,0.00519549
491.686,0.00500489
492.021,0.00482089
492.356,0.00464328
492.69,0.00447184
493.025,0.00430639
493.36,0.00414672
493.694,0.00399265
494.029,0.003844
494.364,0.00370058
494.698,0.00356224
495.033,0.0034288
495.368,0.0033001
495.702,0.00317599
496.037,0.00305631
496.372,0.00294091
496.706,0.00282965
497.041,0.00272239
497.376,0.00261901
497.71,0.00251935
498.045,0.00242331
498.38,0.00233076
498.714,0.00224158
499.049,0.00215565
499.384,0.00207286
499.718,0.0019931
500.053,0.00191628
500.388,0.00184229
500.722,0.00177102
501.057,0.00170239
501.392,0.00163631
501.726,0.00157268
502.061,0.00151141
502.396,0.00145244
502.73,0.00139566
503.065,0.00134102
503.4,0.00128842
503.734,0.00123781
504.069,0.0011891
504.404,0.00114223
504.738,0.00109714
505.073,0.00105375
505.408,0.00101202
505.742,0.00097187
506.077,0.00093326
506.412,0.00089612
506.746,0.0008604
507.081,0.00082605
507.416,0.00079303
507.75,0.00076127
508.085,0.00073074
508.42,0.00070139
508.754,0.00067318
509.089,0.00064606
509.424,0.00062
509.758,0.00059495
510.093,0.00057088
510.428,0.00054775
510.762,0.00052552
511.097,0.00050416
511.432,0.00048365
511.766,0.00046394
512.101,0.00044501
512.436,0.00042682
512.77,0.00040936
513.105,0.00039259
513.44,0.00037648
513.774,0.00036101
514.109,0.00034616
514.443,0.0003319
514.778,0.00031821
515.113,0.00030507
515.447,0.00029245
515.782,0.00028034
516.117,0.00026872
516.451,0.00025756
516.786,0.00024685
517.121,0.00023658
517.455,0.00022672
517.79,0.00021726
518.125,0.00020819
518.459,0.00019948
518.794,0.00019113
519.129,0.00018311
519.463,0.00017543
519.798,0.00016806
520.133,0.00016099
520.467,0.0001542
520.802,0.0001477
521.137,0.00014147
521.471,0.00013549
521.806,0.00012975
522.141,0.00012426
522.475,0.00011899
522.81,0.00011393
523.145,0.00010909
523.479,0.00010445
523.814,0.0001
524.149,9.574e-05
524.483,9.165e-05
524.818,8.773e-05
525.153,8.398e-05
525.487,8.038e-05
525.822,7.694e-05
526.157,7.364e-05
526.491,7.047e-05
526.826,6.744e-05
527.161,6.454e-05
527.495,6.176e-05
527.83,5.91e-05
528.165,5.655e-05
528.499,5.41e-05
528.834,5.176e-05
529.169,4.952e-05
529.503,4.737e-05
529.838,4.532e-05
530.173,4.335e-05
530.507,4.147e-05
530.842,3.966e-05
531.177,3.794e-05
531.511,3.628e-05
531.846,3.47e-05
532.181,3.319e-05
532.515,3.174e-05
532.85,3.035e-05
