wavelength_nm,intensity_arb_gaussian_fwhm_0.35eV_COSMETIC
329.315,0.0124433
329.637,0.01336093
329.959,0.01434114
330.28,0.01538702
330.602,0.01650177
330.924,0.01768868
331.245,0.01895115
331.567,0.0202927
331.889,0.02171691
332.21,0.02322748
332.532,0.02482822
332.854,0.02652299
333.175,0.02831576
333.497,0.03021058
333.819,0.03221157
334.14,0.03432294
334.462,0.03654894
334.784,0.0388939
335.105,0.04136219
335.427,0.04395826
335.749,0.04668655
336.07,0.04955158
336.392,0.05255786
336.714,0.05570993
337.035,0.05901235
337.357,0.06246965
337.679,0.06608638
338.0,0.06986703
338.322,0.07381608
338.644,0.07793796
338.965,0.08223706
339.287,0.08671768
339.609,0.09138405
339.93,0.0962403
340.252,0.10129049
340.574,0.10653851
340.895,0.11198818
341.217,0.11764312
341.539,0.12350685
341.86,0.12958267
342.182,0.13587375
342.504,0.14238302
342.825,0.14911324
343.147,0.15606692
343.469,0.16324636
343.791,0.1706536
344.112,0.17829041
344.434,0.18615833
344.756,0.19425858
345.077,0.20259209
345.399,0.21115951
345.721,0.21996113
346.042,0.22899697
346.364,0.23826665
346.686,0.2477695
347.007,0.25750446
347.329,0.26747012
347.651,0.2776647
347.972,0.28808604
348.294,0.29873161
348.616,0.30959846
348.937,0.32068329
349.259,0.33198236
349.581,0.34349157
349.902,0.3552064
350.224,0.36712193
350.546,0.37923284
350.867,0.39153341
351.189,0.40401751
351.511,0.41667864
351.832,0.42950988
352.154,0.44250394
352.476,0.45565313
352.797,0.46894942
353.119,0.48238436
353.441,0.49594919
353.762,0.50963478
354.084,0.52343165
354.406,0.53733001
354.727,0.55131974
355.049,0.56539044
355.371,0.57953139
355.692,0.59373162
356.014,0.6079799
356.336,0.62226474
356.657,0.63657444
356.979,0.65089709
357.301,0.6652206
357.622,0.67953269
357.944,0.69382093
358.266,0.70807278
358.587,0.72227557
358.909,0.73641655
359.231,0.7504829
359.552,0.76446173
359.874,0.77834016
360.196,0.79210527
360.517,0.80574419
360.839,0.81924406
361.161,0.8325921
361.483,0.84577559
361.804,0.85878195
362.126,0.87159868
362.448,0.88421347
362.769,0.89661415
363.091,0.90878875
363.413,0.92072549
363.734,0.93241286
364.056,0.94383955
364.378,0.95499456
364.699,0.96586713
365.021,0.97644685
365.343,0.9867236
365.664,0.99668761
365.986,1.00632945
366.308,1.01564008
366.629,1.02461081
366.951,1.03323337
367.273,1.04149989
367.594,1.04940293
367.916,1.05693544
368.238,1.06409087
368.559,1.07086307
368.881,1.07724636
369.203,1.08323554
369.524,1.08882585
369.846,1.09401304
370.168,1.09879331
370.489,1.10316335
370.811,1.10712035
371.133,1.11066195
371.454,1.11378631
371.776,1.11649206
372.098,1.11877832
372.419,1.12064468
372.741,1.12209122
